antiguedad,gasto,soporte,satisfaccion,churn_real
36,301.2750228325035,2,4,0
70,245.9533904060643,0,4,1
20,42.84507719535448,0,4,0
46,253.34376550755783,1,3,0
32,332.2468716598151,1,1,0
2,303.139738986253,2,5,0
41,345.40228186038973,1,4,0
43,31.91896857766075,0,4,0
6,366.3415326552054,2,4,0
28,438.3470875784916,1,4,0
4,268.3131338117953,1,4,0
26,287.64633657148937,1,5,0
21,455.40626921411786,1,4,0
56,26.212925916268706,1,3,0
41,381.3451269815465,1,5,0
57,491.639847515637,0,4,0
66,397.96267103488725,0,4,0
64,429.16384035954314,0,3,0
22,387.3315320620777,2,2,1
63,143.07925431058607,0,5,0
22,171.87754935453154,1,1,1
40,210.95394116123822,1,5,0
41,257.4793221301783,0,5,0
27,131.21889814709272,1,3,0
53,168.39569123118105,1,3,0
21,295.6340674580087,0,4,0
3,416.0494680576776,0,2,1
11,472.9677319695809,0,4,0
49,114.74504226685625,1,4,0
22,247.3524527808871,2,5,0
43,50.21738360476343,4,4,0
49,248.72657173964853,3,3,0
53,234.9694320279188,1,2,1
50,238.61207935754632,0,4,0
70,320.9918459955128,0,4,0
31,289.76794121421113,1,1,0
46,131.43420712006562,1,4,0
6,67.48303841907521,1,4,0
46,452.753401326477,1,5,0
55,326.22472368307353,2,4,0
43,295.35009029846634,2,5,0
14,466.1243128699037,4,4,0
3,429.8463411056647,1,2,1
31,124.22313014188654,1,5,0
15,479.2459912776725,2,3,0
45,383.8351709367846,0,4,0
4,79.94234592541615,0,4,1
52,239.4819727150226,0,4,0
53,101.76376760570844,1,3,0
14,413.09109499420794,0,5,0
23,235.654859711388,0,2,1
63,217.01877010705823,0,4,0
54,312.01314075590295,1,3,0
18,286.37529862367455,1,5,0
63,60.97010252844491,0,4,1
10,342.13060202501975,0,5,1
67,374.22810271312085,1,4,0
60,190.32469225662928,1,1,0
60,451.84708519316683,0,4,0
23,275.6442961351131,1,4,0
53,237.97778629083044,3,5,1
34,441.09240065821996,0,5,0
63,227.64015198453126,0,5,0
54,452.1574008388325,1,4,0
61,199.5911396621619,2,2,0
6,282.6574091622137,1,4,0
58,360.1069963846422,2,4,0
31,424.64910968358146,0,3,0
48,127.80549190105377,2,5,0
32,406.88583772025225,2,3,0
5,442.9010609562822,1,4,0
19,335.2171048733577,2,5,0
21,77.9306374384783,2,2,1
1,436.6449967781216,0,5,0
58,384.28729569650733,4,4,1
45,397.44009737038226,0,1,1
30,427.9038966044447,2,5,0
60,59.41066263008722,0,5,0
64,123.05639401278016,0,4,0
34,380.7323314562549,0,5,0
67,150.0429724501811,0,2,1
33,28.77873584905764,0,3,0
37,135.91749121746855,1,5,0
66,140.95686443207336,0,4,0
21,55.0900514572027,0,4,0
46,47.239511148765075,3,4,0
36,373.4361215780892,1,3,0
53,425.145918009855,2,3,0
41,215.582765182969,2,4,0
70,316.0174015894147,0,4,0
57,414.25676004843893,3,4,1
16,255.631103606739,2,5,0
58,403.4731562001336,0,4,1
63,441.89477311885935,0,4,0
20,228.8661266970379,0,4,0
11,422.4282527431032,0,4,0
34,194.8226607576588,2,4,0
45,226.0122161561682,1,3,0
1,332.06763687758314,0,4,1
13,144.71512694512103,3,4,0
50,127.9809355483101,1,5,0
10,423.4362843899755,0,4,0
13,271.64088022765503,1,4,0
9,428.26530039880464,1,4,0
50,156.9371584094785,1,1,0
57,486.98509823546783,3,4,1
26,25.1753711903595,1,5,0
35,343.4965312231496,2,5,0
65,298.09177498640867,1,5,0
14,150.3354275754509,1,5,0
22,38.16361317585768,6,5,0
40,232.97475970513116,0,1,1
61,326.4536980314363,4,5,0
52,460.2344252801526,3,4,0
31,119.85550464044869,2,4,0
30,468.1755273332554,0,4,0
20,294.6311355954468,0,1,0
38,74.99870587180374,0,5,0
58,145.5849524535313,1,4,0
28,262.5738309354191,1,4,0
5,470.36669224878665,2,4,0
32,29.31519863224871,2,5,1
5,118.80034705556689,4,5,1
19,84.96199955831474,0,4,0
56,381.9348062253898,2,4,0
14,318.0553130539533,2,3,0
29,204.58052275050423,0,4,0
21,107.51072365442246,2,4,0
39,358.2337520857346,0,5,0
29,170.23353137650446,0,4,0
41,60.585752780633925,0,5,0
19,323.90938214840105,1,4,0
6,306.6057254833504,0,4,0
28,453.2764243898023,1,4,0
10,390.7951353149088,1,3,0
7,453.2333793101472,0,4,0
62,362.28252891639085,1,3,0
62,412.7883107203157,1,4,0
52,119.07479597343162,1,1,0
56,107.76950094927456,0,5,0
1,65.61332605425052,1,2,1
41,478.6995640025018,1,5,0
28,90.37568226425768,1,4,0
58,41.28630854998576,0,1,1
4,357.34556115782755,3,4,0
42,367.75782241064826,2,4,0
63,198.15925787549298,1,1,1
45,215.4684983137562,2,4,0
66,239.75709153407396,2,5,0
1,299.50775886602065,0,1,1
26,241.10583946705805,1,4,0
58,356.80578146093075,1,4,0
22,67.0452435725027,0,3,0
7,464.6984720923627,1,4,0
65,92.10856904460655,2,4,0
44,418.9911969015054,0,4,0
48,291.0935443860152,1,3,0
24,190.86559885725816,0,3,0
18,217.548883066319,2,4,0
19,219.73716113439312,0,4,0
40,65.46821656414804,1,3,0
4,295.2144174412186,2,4,0
25,87.90130297931582,1,4,0
42,23.03747304387686,1,4,0
23,126.20626121304204,2,4,0
59,263.38732360917083,2,5,0
46,443.5859156206542,1,3,0
31,265.68040526026687,1,3,0
24,98.63974705645072,2,4,0
50,452.7760271538263,1,4,0
27,471.68879159668995,0,4,0
7,50.24946432951553,1,5,1
15,132.1068008770793,1,4,0
62,68.88802944227032,1,3,0
5,140.15662675340752,0,5,1
55,39.9630247621449,0,5,0
25,187.11579634908452,1,3,0
39,291.6376320737973,0,5,0
52,331.411924969654,3,5,1
35,207.22431457580765,2,4,0
62,365.13438847554175,0,3,0
67,236.40003704762702,1,4,0
1,316.12217904834995,2,2,1
55,437.4927273759948,1,3,0
55,481.3571728688175,2,2,0
46,290.0055396552579,2,3,0
57,284.8204000657551,0,3,0
24,344.14343940743,0,3,0
56,232.84601682693153,1,5,0
46,73.6159370706441,0,5,0
71,414.2958959910331,1,4,0
66,279.98136721915307,0,5,0
46,38.73876390398463,1,2,1
47,288.41148383958733,0,2,0
14,63.12858046257992,0,3,0
55,460.94724403637974,0,5,0
63,57.275000873431026,0,5,0
55,90.16324986569703,1,2,0
35,149.76391574607976,0,3,0
46,338.33809303083837,1,3,0
21,58.37265505913132,0,4,0
49,44.474988680319086,0,4,0
40,166.91070336454385,1,3,0
4,109.88155657406465,0,5,0
33,232.77846040439965,0,4,0
24,172.68983845372583,1,3,0
55,24.35134712316394,0,2,1
40,392.0479989436514,3,3,1
5,202.7296955674672,1,4,0
66,38.522836438041764,1,4,0
40,401.1904317357481,2,2,0
37,324.9260710208066,2,3,0
55,62.716142442799224,3,5,0
26,35.4184654289587,0,3,0
64,391.9212977043977,0,4,0
54,240.2484805792674,3,5,1
40,218.2575540876654,6,3,1
30,41.16996364764045,0,3,0
4,176.0741395773981,4,5,0
34,143.5732913719151,0,2,0
7,326.8717554473115,1,3,0
60,420.44661901227136,1,4,0
25,377.7383160213402,5,4,0
71,186.85671373478894,0,5,0
17,61.981467287814276,0,3,0
22,481.55902811429587,1,3,0
28,34.340180762246334,0,5,0
58,443.25567987855413,1,3,0
56,270.4241890764316,0,3,0
49,291.74992690359215,2,4,0
28,162.5438479876514,1,4,0
66,193.4876200146334,0,2,0
10,356.57808584409116,1,3,0
10,391.47803582577524,1,4,0
21,455.7494085160587,0,4,1
14,147.1987380407113,1,4,0
48,224.5759164989791,2,5,0
34,391.84439980900396,1,4,0
65,292.94558253689195,2,4,0
43,406.96039057434143,1,5,0
64,301.23905831912236,0,4,0
59,367.04415147664764,0,4,0
1,219.30162660429832,1,1,1
40,31.98623340004609,1,1,1
48,332.34602655285204,1,4,0
47,341.5216320774528,1,1,1
9,216.46017640096528,2,1,1
63,367.5114379199369,1,4,0
26,447.6671593754692,0,4,0
42,189.01262854736436,0,3,0
50,58.443027500537816,0,4,0
26,227.48819130410146,0,3,0
21,321.83971971278595,4,5,0
36,90.13959259482772,0,5,0
5,380.0107311444672,2,4,1
36,76.48995336027909,1,5,0
1,372.879812856149,1,4,0
29,437.801825118665,0,5,0
59,204.60286997134352,0,3,0
30,454.33006019830884,0,5,0
5,76.15253690863429,0,4,0
13,51.09673171931792,1,4,1
6,142.52406885975034,1,4,0
33,289.60311292269665,0,4,0
16,71.5116841828241,1,5,0
54,318.35023486933886,0,1,0
35,148.14601901391666,0,5,0
17,216.55873957253465,0,3,0
62,65.84755579958404,2,4,0
37,172.9991757768437,1,2,0
36,476.98213356418466,1,5,0
35,471.608984782171,4,3,0
43,376.37030556926,1,2,1
3,209.63366213914946,3,5,0
46,422.5473058416173,0,4,0
33,66.20993764192102,1,4,0
64,184.40623239361724,1,3,0
27,490.21803927370127,2,4,0
48,207.03290521272868,0,3,0
24,189.6507774331509,3,4,0
51,260.51355619402386,1,5,0
17,65.85904444904749,0,4,0
15,390.86806570524334,2,5,0
61,100.76491845062651,3,1,1
35,308.7125282099436,2,5,0
32,363.5851754761421,1,2,1
59,85.38913226227618,3,4,1
4,65.46852800953852,3,2,1
41,432.4446979054371,0,3,0
11,98.50635499794299,0,3,0
22,175.0683139973454,5,2,1
17,374.73224975516933,1,2,0
28,418.13528722560716,1,4,0
31,378.89411265114654,2,3,0
45,371.26307608365187,0,4,0
23,309.83685251837886,0,4,0
46,94.82865858006934,0,1,0
38,454.829728457232,0,4,0
4,185.3947512712637,2,5,0
68,360.18300147225045,2,3,0
13,23.19593924993347,0,1,1
38,243.16932051862176,1,5,0
45,325.34001447888886,0,3,0
27,496.9543462441829,1,3,0
18,380.04016614896693,0,4,0
4,101.39690112701771,1,5,0
68,85.56882792823367,1,4,0
57,127.34219540851166,0,5,0
18,319.5703306686425,1,4,0
12,318.6479536045779,1,4,0
2,250.41524093633717,1,3,0
1,315.5577202833046,1,5,0
47,223.03598522951873,3,3,0
36,33.57908514526059,1,4,0
29,226.6295871606434,0,4,0
29,495.51909309141337,1,4,0
11,431.75385272367,1,4,0
20,372.92142697376454,0,5,1
28,485.9866579422096,4,4,0
51,375.066410064463,1,4,0
44,110.86885722243713,2,4,0
38,352.4700168298417,0,3,0
61,53.56740390883145,3,4,0
49,328.0514396443554,0,4,0
9,104.29792715556488,3,5,1
10,312.35685183435123,2,1,1
17,301.18902634463024,0,5,0
9,459.0581323836545,2,5,0
13,26.318865335513042,2,4,0
33,252.97813272819306,0,5,0
36,250.88145498597856,1,1,0
51,365.27134510788665,2,4,0
19,320.71689034716826,3,4,0
58,205.3806212546222,2,4,0
43,115.5907101316859,1,4,0
11,310.8327104689697,0,3,0
66,456.35728415578177,1,5,0
55,29.876809870622463,2,5,1
24,261.4250410467246,0,4,0
67,476.3881460889002,1,4,0
19,396.5917218484887,1,5,0
34,195.59486596081592,0,5,0
20,482.4876389180461,3,4,0
47,223.48690511064075,4,5,0
5,377.15727413495205,0,2,1
47,349.486752425787,0,4,0
64,341.84379445886884,2,3,0
60,461.0140762952015,0,4,0
66,56.89683168504865,0,4,1
67,89.58202072507407,1,4,0
36,313.78908254200906,1,1,1
28,151.3104281032243,0,1,0
15,155.87100579359364,2,4,0
69,301.4261614336771,1,4,0
16,52.40123946560877,0,3,0
41,457.6164825813761,1,4,0
17,453.99390768134157,0,3,0
33,136.3373782797786,1,2,0
33,309.0056880001373,2,4,0
34,249.1043435312705,1,5,0
33,63.802342136685,1,3,0
63,75.72720580653247,2,4,0
1,498.32169485248545,3,3,1
7,279.9142577467643,0,4,0
49,30.48083027300967,1,4,0
16,490.1977078190115,1,5,0
48,495.8953073055153,1,4,0
8,386.9982959219714,1,4,0
33,469.1748082966295,1,5,0
47,122.33164543245172,1,4,0
29,292.2306655602641,1,5,0
25,404.7578129912587,1,4,0
1,411.2057071862057,0,4,0
41,256.7428399269654,0,4,0
35,290.725389325981,0,5,0
13,74.71278752777643,1,1,1
43,462.43224651350243,1,3,0
2,88.22418119077827,1,5,1
16,319.8753797366679,2,4,0
54,356.88505115717555,1,3,0
37,352.8300018039223,0,4,0
53,443.34208241698667,1,1,1
10,274.45617133582914,1,4,0
21,34.962974189079716,0,4,0
26,113.6419808237936,0,4,0
62,178.4016152609332,1,4,0
28,59.75873125392262,1,4,0
28,492.23768446060666,0,4,0
36,23.037228850337765,2,3,0
15,372.6337044349673,0,4,0
68,237.45429989507045,1,4,0
55,472.4580136614518,1,5,0
36,158.1383797344442,2,4,0
60,43.55928675450002,0,4,0
1,137.7979635917296,3,5,1
35,163.05256203976592,2,3,0
7,390.2726600455043,0,5,0
50,254.52082967572665,2,2,1
23,424.50317071791926,0,3,0
35,355.4310252346998,0,4,0
5,386.5018799178335,2,3,0
69,494.0293877532973,0,4,0
41,327.75163444641015,1,5,0
28,460.8902834792792,1,5,0
50,230.93480556115958,0,2,1
66,227.69323792517727,0,3,0
24,231.82986941298412,0,1,0
61,248.48490155086822,1,1,0
47,405.90785607584854,0,4,0
40,231.7122546674817,0,4,0
19,365.3609490523101,0,2,1
55,246.4691613371127,1,5,0
60,109.10022723750573,0,2,1
12,392.91861075023644,0,2,0
54,73.35706872213646,0,5,0
59,342.12409257066946,0,5,0
64,222.7059571063378,1,2,0
11,212.94681525509247,1,4,0
65,390.2991786299103,1,4,0
20,375.7409712193659,1,5,0
23,407.27302230421384,1,4,0
54,164.84152504205642,2,5,0
56,403.8390256507752,0,3,0
65,478.97921680837317,1,4,0
63,98.08004409260863,1,3,0
23,303.3580789608384,2,4,0
61,303.91546842159266,0,4,0
25,312.99128462466246,1,4,0
50,26.82106887872406,0,5,0
32,304.3884289918904,3,5,0
68,373.08298913810813,2,5,0
3,201.9921041321657,0,5,0
4,433.8786963754608,0,4,0
51,137.724339072222,0,4,0
43,87.17644663465822,2,3,0
47,432.905782646328,0,4,0
28,493.28718590500256,0,2,1
68,447.6537689109545,1,3,0
42,322.2781092284937,2,4,0
44,391.6207708760791,3,2,1
4,308.2907956515545,1,4,0
49,74.88568403372437,1,3,0
55,372.4089599421379,1,3,0
46,323.11658153366034,1,1,0
1,173.94158321737967,1,3,0
25,245.35163914463732,1,4,0
38,412.9314387217995,3,4,0
16,331.46609310702354,0,5,0
64,251.72588622071646,2,5,0
28,252.8987820137666,2,2,1
15,28.746159568411933,0,5,0
4,332.4763914162544,2,4,1
46,205.39715471474761,1,1,0
7,109.3601690634099,1,4,0
25,128.07193445656833,1,4,0
44,469.1723452696264,0,4,0
71,42.66252329473858,4,5,1
45,159.78883406341197,1,2,0
7,372.6405213433409,2,3,0
55,378.2196944824976,0,5,0
56,341.4003097595872,1,3,0
40,370.69724150433814,0,4,0
24,243.64400899030096,1,4,0
19,34.00421768877871,1,5,0
3,352.167182451613,2,4,0
27,80.86920959512432,1,4,0
41,390.3803465417935,2,3,0
27,104.90778730200819,1,5,0
63,90.69880418257617,1,1,1
65,21.035396533444732,0,3,0
56,412.40503199594315,1,3,0
39,246.14229394590524,1,4,0
62,190.5581177933771,0,4,0
35,229.4889493042777,1,2,0
19,54.10339849872558,3,1,1
51,132.6987045948532,0,3,0
4,23.97233647578517,0,3,1
22,24.45790809426189,0,3,0
42,498.0487307887716,2,4,0
47,460.6097662163884,1,1,1
25,338.9850771745817,1,4,0
60,249.56089583649398,1,4,0
61,37.512045092579896,0,2,1
23,227.44792651270535,0,4,0
14,267.8567849504289,3,1,1
58,362.9673510416544,0,1,1
40,76.37165091502952,2,3,1
22,192.22245032478273,0,3,0
46,95.86420236886258,1,3,1
2,411.0101504218823,0,4,0
49,460.8203984193153,1,1,1
24,457.39405946307573,0,2,0
2,386.13300297252624,0,4,1
49,72.39319244648713,0,4,0
29,435.22998063262077,1,4,0
54,76.29555156245401,2,2,0
50,428.82890298354454,0,3,0
15,403.85626091790846,0,4,0
14,180.17762264893867,2,4,0
31,228.42131821337406,1,5,0
2,55.17591402247737,0,5,0
12,401.74337714559465,1,2,0
35,22.819859571679544,2,5,0
35,135.95184826738944,0,5,0
44,409.92916227039484,0,4,0
16,235.60726513862423,1,4,0
2,73.70519144887582,2,4,0
20,349.1765982377693,1,3,0
44,28.016139617445255,1,4,0
50,204.4311949356089,1,2,1
4,225.7841509809507,1,3,0
50,176.530562314757,0,5,0
13,454.52080971778446,2,4,0
27,32.62286435816332,0,5,0
39,450.55176529574106,1,5,0
33,165.34696318763525,1,4,0
51,344.5238910591191,1,2,1
2,71.06306067591069,1,4,0
50,154.49907744091033,1,4,0
16,96.16805025942168,1,3,0
49,375.37775360385683,1,4,0
24,161.28810662977077,0,4,0
6,293.5910789314055,3,4,0
56,188.22132415324225,1,4,0
27,300.24761012730573,0,4,0
41,138.26175970653264,0,4,0
50,460.9650694298064,2,4,0
37,263.4418869445964,0,4,0
57,343.01653970820195,0,4,0
45,434.5801932680322,2,4,0
28,289.8249609649417,2,4,0
65,159.33651467768675,2,4,0
19,144.44235277873742,0,5,0
9,50.610053097247985,2,4,0
65,414.03885713232535,0,5,0
30,334.04656665233415,0,5,0
58,253.236237666089,4,1,1
52,198.52167113354287,0,4,0
43,365.50518064364127,5,5,0
37,465.755315460417,0,4,0
51,27.06805343745856,0,4,0
7,410.41098275685715,2,4,0
15,323.85125324419465,1,4,0
11,405.81342499334215,1,4,0
18,493.92491448359567,0,3,0
23,393.47504465008916,2,5,0
22,164.03680799824366,1,3,0
8,322.5193941246903,0,4,0
40,147.41672553792108,1,4,0
23,374.78524936171203,1,5,0
64,474.37668844918295,2,4,0
57,155.56579244049817,2,3,0
3,170.14099960792177,0,4,0
24,249.07262440605723,0,4,0
39,319.8625488406658,0,4,0
23,463.1138306177037,0,3,0
52,495.0319916363854,1,5,0
53,379.69120979109437,2,2,1
25,304.75313403585477,1,2,0
52,302.34886990621436,0,3,0
55,351.8054269592865,1,4,0
34,426.98441620713703,0,4,0
61,115.47343600847069,0,4,0
7,457.67980661388714,1,3,0
65,140.25147899502394,1,4,0
59,394.48993308639456,2,3,0
45,260.22413356329844,1,5,0
27,199.22741673416252,0,4,0
65,142.78401745233592,2,5,0
50,57.63988698919199,1,5,0
43,257.06761749236773,0,4,0
39,329.9374250637821,2,4,0
8,146.5948592572537,0,1,1
8,66.29859364351827,0,2,1
27,64.09750713400841,0,3,0
71,268.0262072620803,0,2,0
2,205.34258115683858,3,2,1
30,407.1642913834138,0,5,0
19,230.9103006991111,0,4,0
31,279.3121941914128,1,4,0
35,184.49198723573662,1,1,0
55,83.48834110545704,0,5,0
68,344.03529026782473,0,3,0
28,452.3786685202791,0,3,0
4,468.8529911489981,0,1,1
70,186.89917384442796,0,5,0
63,341.05602976437996,1,3,0
65,107.65048165312092,1,1,1
23,101.51071480472481,2,2,1
3,286.2841384126426,1,2,1
69,70.83602513894306,4,3,0
2,337.2857959380035,0,4,1
2,151.87250899592587,1,4,1
10,454.0903043445568,0,5,0
51,100.4560223432475,1,5,0
37,77.33698937454456,3,5,0
47,332.10409820148686,1,2,1
5,75.97037555438133,0,5,0
26,105.97271463845054,0,4,0
11,309.98496713856554,1,5,0
27,46.60839249593229,1,3,0
22,359.0066645526645,1,5,0
67,392.04090386378425,0,3,0
61,168.22112221151147,0,4,0
10,372.78777957008936,0,5,0
29,37.053283704657254,1,1,1
63,255.66164150694613,1,2,0
45,157.95505691536644,1,4,0
67,137.80150890637134,3,5,1
31,282.06895395713127,1,5,0
61,94.01559196588322,0,3,0
51,51.984521269277444,0,4,0
30,421.42103552385197,0,5,0
24,311.3994996738668,1,3,0
45,41.33992430451548,2,3,0
63,212.05677454095627,2,5,0
24,234.05974877556397,1,3,0
26,405.79247678292296,1,3,0
8,203.31207802697278,2,4,0
53,406.6494266920917,1,5,0
53,204.93755276921033,2,5,0
23,435.5168480021409,3,4,0
12,348.0016957773549,1,1,0
35,255.3222935454197,3,5,0
4,207.87156452426808,1,1,1
24,402.7420518024002,2,5,0
46,406.77595619181886,2,4,0
12,54.382085283066885,2,1,1
45,234.91929487060767,0,2,0
15,28.247271594696457,1,2,1
30,100.04477580206611,2,5,0
48,435.44620617271835,1,5,0
66,78.29312354307825,1,5,0
68,428.94229283275473,0,5,0
36,113.52417977032701,3,4,0
63,400.2463219213545,1,3,0
6,424.5781581184643,0,5,0
32,268.18929916297543,1,4,0
57,471.8967644249273,0,2,1
45,156.68859772588544,4,4,0
60,331.89232785281837,1,3,0
20,188.21470985852835,0,5,0
38,274.06316844076287,0,4,0
23,389.5809391021746,3,4,1
68,285.02931927252166,1,4,0
1,393.1210970066796,1,2,0
1,114.13444646216885,1,4,0
30,61.109086441589895,0,4,0
24,431.6013914013139,0,4,0
56,449.9885081245335,0,4,0
71,25.135838196097584,0,3,0
11,445.6228252901938,0,5,1
13,479.91190998688944,1,4,0
10,460.4591049887728,0,4,0
44,330.9784639214799,0,3,0
48,361.39559887856353,2,4,0
38,380.10714269349154,0,5,0
70,369.3700007202511,0,5,0
49,448.838691251011,0,4,0
22,110.41403213244033,1,4,0
7,338.50357298468384,1,5,0
35,147.66908906282072,0,5,0
30,411.3433146862529,1,3,0
13,426.29942648383474,1,3,0
48,456.77993258392894,1,5,0
19,423.5012368042366,1,4,0
8,202.7724789180019,2,4,0
71,165.3321727688994,2,4,0
19,270.0562410996268,1,4,0
57,159.10263724153975,0,3,0
71,462.01919983825917,2,4,0
25,447.50949426221297,0,3,0
6,395.07559410807715,0,4,0
26,492.27317378999453,4,5,0
10,406.60724659654306,0,3,1
21,292.8707621449061,2,4,0
16,339.67856899402227,3,1,1
63,467.4387174647109,0,4,0
41,27.031076303296953,3,5,0
32,268.80219321212894,1,5,0
70,264.01624162529976,1,1,1
17,347.852348613044,1,5,0
18,234.77042642635888,3,5,1
23,406.9368212367809,2,3,0
21,219.20498703944244,1,5,0
24,497.84500667850904,1,4,0
46,236.51820556710197,2,4,0
6,214.04207931277722,2,5,0
68,75.6323245046989,2,4,0
12,203.92742483493572,2,3,0
64,355.9705596709754,1,5,0
37,29.861956154039504,0,1,0
40,392.91906384713883,1,5,0
11,356.6296728796938,1,4,0
34,211.1664215611451,0,4,0
36,317.52079023315156,0,1,0
39,460.86230649589453,1,3,0
56,157.77713578798486,1,5,0
39,364.23094125310854,3,3,0
61,49.70304681703691,0,5,0
51,348.78682877405106,1,4,0
52,53.508529959573146,2,5,0
65,327.56416637599114,1,5,0
57,388.9041901456052,1,4,0
53,419.0312301855796,2,3,0
16,99.68702507146558,0,1,1
20,248.4944688297383,1,5,0
8,471.3300060261176,1,4,0
50,197.12196557484938,0,2,0
51,280.266117017578,1,4,1
24,487.41550192207694,0,5,0
32,257.2965854833657,2,5,0
26,303.57915430192816,1,5,0
43,354.30404533783434,1,4,0
71,92.82495429288389,1,4,0
53,427.10419909957574,2,5,0
55,258.70534172777764,0,4,0
60,436.3509941175228,1,3,0
3,67.50131876760176,0,3,0
54,158.34783835887012,3,3,0
19,334.5788332314862,1,4,0
36,446.15373367995693,0,4,0
45,214.80288495375586,1,3,0
8,368.254678650806,2,3,1
1,357.81777509832654,2,4,0
23,50.75439308589299,0,5,0
16,65.38926505256188,2,4,1
52,137.62939127070172,0,3,0
18,110.11803860306003,1,5,0
45,234.25017746053948,3,1,1
60,62.18270498938152,2,5,0
44,274.20491884988616,1,5,0
42,466.0628077651237,0,3,0
43,79.4094078846348,0,5,0
23,347.4407605023618,0,4,0
36,441.9061524153103,0,5,0
57,435.9789879061567,2,4,0
61,400.91357392885504,0,3,0
52,396.63371723406135,0,5,0
11,352.78826248662256,0,4,0
41,104.15587103408305,0,3,0
67,439.4519825409959,0,4,0
62,480.25161573443984,1,5,0
36,315.3454635321845,2,4,0
62,451.5374927955342,1,5,0
56,319.2694432278986,1,2,1
44,362.8082368656063,2,4,0
8,472.8842057972621,1,3,0
38,58.21132107401425,2,4,0
5,410.08678036524395,1,1,1
25,28.343429170500105,2,4,0
70,236.95736138955587,2,3,0
21,250.93562527786614,0,3,0
66,357.312090795379,2,4,1
18,184.2976876661044,0,5,0
53,257.39131850178916,3,5,0
48,301.05565913250945,0,4,0
6,495.2877518890074,1,3,0
19,413.69587070185884,0,5,0
12,449.8220636417801,1,4,0
68,396.8490867976966,0,2,0
6,332.1765868265768,1,5,0
55,350.3451926986216,1,4,0
39,267.65649976146284,1,4,0
13,305.59858225520645,2,3,0
41,482.83761811682444,1,4,0
33,140.64761723824446,0,3,0
14,208.94676383277104,1,5,0
66,320.94119810589484,2,4,0
31,392.91698266221215,2,5,0
10,427.2591186605302,1,4,0
51,340.920088916041,1,3,0
37,306.6978283280342,0,3,0
8,99.99471391838931,1,3,0
70,417.7899896602854,2,3,0
34,159.37435561437883,1,5,0
10,439.93441066561627,4,4,0
65,270.5405974317906,1,2,0
65,75.9868163509708,0,5,0
42,243.33568123856335,1,5,0
4,363.9504243792004,0,2,1
45,362.035345696843,0,1,1
68,456.8881872751439,1,4,0
28,211.8165733406198,1,3,0
20,52.18139196605687,1,4,0
37,315.49272616857667,1,2,0
26,235.95237943977867,1,4,0
31,388.8386598017231,0,2,1
2,365.7225152313689,0,3,0
49,281.8700800969379,0,4,0
26,331.6821547985124,1,3,0
62,276.436029819043,0,2,0
21,288.5152438676066,2,4,0
62,29.294030854657098,1,4,0
53,260.60023861627747,0,4,0
29,153.69237516129868,1,4,0
67,337.7520073569713,2,1,1
24,289.26968875915094,0,1,1
7,448.23468895883616,0,4,0
21,206.36156192462573,0,2,1
39,288.4482053926237,2,5,1
41,100.29488834234628,1,5,0
47,440.66797302156175,0,3,0
39,26.408190529336242,2,2,1
70,113.19776608148771,0,5,0
59,274.6741762577329,2,3,0
31,423.9177920388752,2,1,0
21,175.22949501705594,1,5,0
6,458.63635176073154,3,3,1
3,219.3072470493541,0,5,0
59,47.989373145156605,0,3,0
62,41.845734100205796,0,4,0
65,243.44972478817277,0,2,0
1,130.91788559045574,3,5,1
14,152.58919465202362,0,4,0
28,331.5752032765331,0,3,0
20,421.10051124760315,0,3,0
30,87.34426824094811,1,4,0
69,211.5096200744807,2,4,0
55,71.64549511068287,1,4,0
16,348.7363561905029,2,4,0
5,377.842375751334,3,5,0
21,371.63891595830376,2,4,0
4,195.21191907413007,0,4,0
54,361.8427259694598,2,4,0
38,129.21357745524796,1,4,0
69,85.88569666954669,0,4,0
33,209.57331449885427,2,2,1
62,450.3105305991029,2,5,0
37,48.19978730621127,2,3,0
68,353.30353099408075,1,4,0
16,287.9871369296872,1,5,0
36,133.0650831903278,2,4,0
34,282.61472883139004,2,3,0
17,259.7975425238745,2,1,1
32,379.19779926004037,0,5,0
53,47.5622464134195,2,3,0
22,87.14571629695726,0,3,0
36,20.333872242731932,1,4,0
71,451.92045370585674,2,4,0
70,299.9927971267623,1,5,0
45,243.77938244960433,2,5,1
57,115.68676682458602,1,5,0
41,165.58784293124359,1,4,0
63,403.0099607489738,1,5,0
11,110.45540471400975,1,4,0
46,460.49308466725364,1,3,0
21,181.17377243642719,0,4,0
7,119.07015201986374,4,5,1
31,246.63044370682212,0,4,0
50,461.2551595994677,0,4,0
47,466.725720197143,0,5,0
8,447.1104676245421,0,4,0
11,326.0114388672239,1,5,0
36,493.76770151224895,2,4,0
16,485.2406066599799,2,5,0
32,299.70188647877785,2,3,0
3,107.35285730481533,1,3,0
35,297.05422003128416,2,4,0
23,185.0807990974521,1,4,0
4,178.78543584390798,1,4,1
4,432.05661455938383,0,5,0
46,314.2799428414345,1,4,0
2,281.2847682306473,2,2,1
20,397.4501233004767,0,5,0
19,396.49369869834027,1,3,0
40,34.86398767693201,0,2,1
33,151.2877994284665,2,4,0
48,127.96726590480203,3,4,1
14,426.23425248448495,0,2,0
62,169.2741590311797,1,4,0
71,165.9509069614815,1,2,1
46,129.52664486833092,0,4,0
62,83.36945276741602,1,4,0
9,64.65531533532405,0,4,0
